"","customer_id","cluster","age","income","member_days","gender_male","gender_female","gender_other","total_offer_received","total_offer_viewed","total_offer_completed","avg_offer_reward","avg_offer_difficulty","offer_bogo_cnt","offer_discount_cnt","offer_information_cnt","channel_email_cnt","channel_web_cnt","channel_mobile_cnt","channel_social_cnt","total_vr","total_cr","offer_bogo_vr","offer_bogo_cr","offer_discount_vr","offer_discount_cr","offer_information_vr","num_transactions","avg_amount_spent"
"29","02c083884c7d45b39cc68e1314fec56c","1",20,30000,751,"0","1","0",2,1,0,7.5,15,1,1,0,2,1,1,1,0.5,0,1,0,0,0,0,10,2.99
"30","c0d210398dee4a0895b24444a5fcd1d2","2",45,33000,25,"1","0","0",5,5,3,5.6,6.4,3,1,1,5,5,5,3,1,0.6,1,0.67,1,1,1,8,7.66
"31","8b70ca1f5f5a45bdac2ac2f990b71526","3",61,98000,253,"1","0","0",5,4,4,5,7.4,3,2,0,5,5,5,3,0.8,1,1,0.67,0.5,2,0,8,29.3
"32","8e7c7465e98c43d8a01f51e2b5c29542","3",69,37000,1778,"0","1","0",5,3,1,6.6,10.4,3,2,0,5,3,4,3,0.6,0.33,0.67,0,0.5,1,0,12,2.73
"33","57dd18ec5ddc46828afb81ec5977bef2","2",54,80000,540,"0","1","0",6,5,3,3.67,5,3,1,2,6,5,6,4,0.83,0.6,0.67,1,1,1,1,9,27.71
"34","be8a5d1981a2458d90b255ddc7e0d174","2",39,51000,1527,"1","0","0",5,3,1,4,7,2,1,2,5,4,4,3,0.6,0.33,1,0.5,0,0,0.5,14,3.71
"35","3f89b8f80ebc4f94b7074f28071aa8d4","3",41,41000,1045,"0","1","0",4,2,3,5,8,2,2,0,4,3,4,2,0.5,1.5,0.5,1,0.5,2,0,18,3.47
"36","a3b9b4bf115e4564933ea2e4bc936843","1",79,48000,1204,"0","1","0",4,2,2,4.75,8.75,2,2,0,4,3,4,1,0.5,1,1,0.5,0,0,0,15,10.13
"37","7584948ea6d04f94b8798624706261c2","2",66,38000,115,"0","1","0",4,4,1,6.25,6.25,3,0,1,4,2,4,3,1,0.25,1,0.33,0,0,1,5,11.22
"38","e9844d5beac04bf8b8d3ad18f7e37fca","1",56,52000,401,"0","1","0",3,1,3,4.33,15.67,0,3,0,3,3,1,1,0.33,3,0,0,0.33,3,0,7,12.44
"39","f247806381704ea58c1b06f60602a6ae","3",39,56000,1470,"0","1","0",5,3,3,3,5.4,2,2,1,5,4,5,2,0.6,1,0.5,1,0.5,2,1,13,11.56
"40","9fa9ae8f57894cc9a3b8a9bbe0fc1b2f","3",42,96000,927,"1","0","0",4,4,4,5,11.75,1,3,0,4,4,3,2,1,1,1,1,1,1,0,12,26.71
"41","fe8264108d5b4f198453bbb1fa7ca6c9","3",78,93000,661,"0","1","0",5,5,5,6.4,11,3,2,0,5,4,4,4,1,1,1,1,1,1,0,8,28.19
"42","186d6403f5824c739555b732f4af3f16","1",45,48000,299,"1","0","0",4,2,0,4.25,10,1,2,1,4,3,3,2,0.5,0,1,0,0.5,0,0,6,2.83
"43","8a87fda1a6644337b4394a4c3cd0946c","1",29,50000,823,"1","0","0",4,2,1,2.25,10,0,3,1,4,3,3,2,0.5,0.5,0,0,0.33,1,1,12,3.18
"44","b7a66e629b134079a9bc7120c7b9947b","3",44,35000,311,"1","0","0",4,4,4,3.25,7.25,1,3,0,4,4,4,4,1,1,1,1,1,1,0,18,8.35
"45","ca82e1ebc759402c8ab95c341755bdf1","1",63,56000,19,"1","0","0",3,3,3,4.67,10,1,2,0,3,2,3,2,1,1,1,1,1,1,0,9,13.51
"46","54890f68699049c2a04d415abc25e717","1",36,56000,216,"1","0","0",3,2,2,2.67,9,0,2,1,3,2,2,2,0.67,1,0,0,0.5,2,1,7,16.98
"47","ab66a363907e43e9a7cd535f1578245b","2",76,47000,140,"0","1","0",5,3,1,5.6,9.4,2,2,1,5,5,4,3,0.6,0.33,1,0,0.5,1,0,6,3.78
"48","d3f146b615514c6380b168bb3df5f05b","3",68,87000,343,"1","0","0",5,5,5,5,7.4,3,2,0,5,5,5,4,1,1,1,1,1,1,0,8,22.15
"49","a5a6ef2b78a04ddc9f374dd7c7f60bff","1",75,52000,976,"1","0","0",3,3,2,2.33,5,1,1,1,3,2,3,1,1,0.67,1,1,1,1,1,11,12.32
"50","2e87ba0fba1a4d1a8614af771f07a94d","3",67,76000,521,"1","0","0",5,5,4,2.6,5.8,1,3,1,5,4,5,5,1,0.8,1,1,1,1,1,12,16.73
"51","d8af520c4a8a4c77b921098d7d838c4d","2",77,51000,732,"1","0","0",5,4,0,4,7,2,1,2,5,3,4,4,0.8,0,1,0,0,0,1,11,2.16
"52","39dbcf43e24d41f4bbf0f134157e0e1e","1",76,64000,1431,"1","0","0",3,2,1,4,6.67,1,1,1,3,1,3,2,0.67,0.5,0,0,1,1,1,8,13.87
"53","b62e66ca4dcf4df39fd522e750a88d81","1",57,98000,175,"1","0","0",3,0,2,6.67,11.67,2,1,0,3,2,2,1,0,0,0,0,0,0,0,1,27.24
"54","8c7df0c393db488aac3e58b06a7ea5f9","3",53,72000,756,"0","1","0",6,4,5,4.5,7.83,2,3,1,6,4,6,4,0.67,1.25,1,1,0.33,3,1,9,18.65
"55","3a1242dda16248728e350c4bdeb21972","3",53,117000,578,"0","1","0",5,4,5,7.4,9,4,1,0,5,4,5,4,0.8,1.25,1,1,0,0,0,10,30.32
"56","8045834137dc47faa24f2c4547969f33","2",53,55000,279,"0","1","0",5,3,1,3.8,10,2,3,0,5,5,4,3,0.6,0.33,1,0,0.33,1,0,8,2.52
"57","fb98ebe9e3e14afaa5b5db182b00b7ec","2",61,112000,264,"0","1","0",5,5,2,1.8,7.4,0,4,1,5,5,5,3,1,0.4,0,0,1,0.5,1,2,33.62
"58","5cd6577aca5d4b419e452f9f505ffce7","1",67,77000,690,"0","1","0",3,3,1,2.33,5,1,1,1,3,2,3,2,1,0.33,1,0,1,1,1,8,19.47
"59","99e9a1916821461ebd5d5048dc2dff7d","3",58,85000,188,"0","1","0",4,4,4,3.5,11.25,1,3,0,4,4,3,3,1,1,1,1,1,1,0,15,19.36
"60","e528ceb341964128aaf58a59733ec2af","2",46,36000,33,"0","1","0",5,3,0,1.6,4.8,0,3,2,5,5,5,3,0.6,0,0,0,1,0,0,5,3.43
"61","faf74115a43b4f718f4d4c0de116ee8a","1",30,41000,242,"1","0","0",2,2,0,5,5,1,0,1,2,0,2,2,1,0,1,0,0,0,1,4,2.99
"62","0b73997a269247088b2a63355f53ee58","2",59,89000,346,"1","0","0",6,4,2,5.17,9,2,3,1,6,4,5,4,0.67,0.5,0.5,1,0.67,0.5,1,2,22.7
"63","f44b44b53c0548d5b27c812fda4c358a","3",51,41000,944,"1","0","0",6,4,3,4.83,12.5,2,4,0,6,5,4,4,0.67,0.75,0.5,1,0.75,0.67,0,20,3.8
"64","6e04a90a0e074496b5f229eb1f553433","2",27,35000,203,"1","0","0",5,4,1,2.4,7,1,2,2,5,3,4,4,0.8,0.25,1,0,0.5,1,1,12,2.46
"65","262ad0fb526a4d53b572007da60cce24","2",40,53000,155,"1","0","0",4,3,0,2.5,2.5,2,0,2,4,3,4,3,0.75,0,1,0,0,0,0.5,5,1.63
"66","a2b7a0b3487a4d779ddf4e11a034e2ee","2",73,91000,104,"0","1","0",5,5,3,4,6.4,2,2,1,5,3,5,4,1,0.6,1,1,1,0.5,1,4,27.29
"67","2c5c63e5124e417b8504f76c868a4190","3",74,107000,951,"0","1","0",5,4,4,1.8,7.4,0,4,1,5,5,5,4,0.8,1,0,0,1,1,0,10,29.83
"68","9d6da0a2ac54474e8ec986fd21cecef0","1",42,66000,984,"1","0","0",3,2,2,2.67,9,0,2,1,3,3,2,1,0.67,1,0,0,0.5,2,1,7,19.56
"69","571b739ada3041fb8fbd20f23ce034f7","2",78,58000,994,"1","0","0",6,6,3,5,5,3,0,3,6,5,6,4,1,0.5,1,1,0,0,1,10,12.69
"70","816afd4505d047cf893275fbfe825590","3",54,53000,584,"0","1","0",6,5,2,7.33,10,4,2,0,6,3,6,6,0.83,0.4,0.75,0,1,1,0,18,3.17
"71","13b7b2eccf664a329d83d2a238a9a11d","1",70,74000,49,"0","1","0",3,3,0,4.33,5.67,2,1,0,3,3,3,3,1,0,1,0,1,0,0,0,0
"72","68eee228713c429ebe1300155ad1fb33","2",49,57000,480,"0","1","0",5,5,3,3.6,4.4,2,1,2,5,2,5,4,1,0.6,1,1,1,1,1,10,18.48
"73","ffc6c9fbe34b4578911dcdf6745b4c74","1",62,57000,113,"0","1","0",3,2,0,4.33,10.67,1,2,0,3,3,2,1,0.67,0,1,0,0.5,0,0,0,0
"74","cbebad9819494b479dbf0c1207b4c0c5","3",64,70000,514,"1","0","0",4,4,4,5,11.75,1,3,0,4,4,3,3,1,1,1,1,1,1,0,9,15.59
"75","4264b1d027cc493281bba4f44bfedaca","3",89,87000,260,"0","1","0",4,3,4,3.25,11,0,4,0,4,4,3,2,0.75,1.33,0,0,0.75,1.33,0,9,27.63
"76","0ba6e2ad781c4429afd26cf0b35f2d11","2",73,51000,122,"1","0","0",5,4,1,3.4,8,1,2,2,5,3,4,4,0.8,0.25,1,0,0.5,1,1,9,2.6
"77","b5abc1e85be84f43937b4fca0ad238cb","3",50,93000,452,"0","1","0",5,5,4,2.6,5.8,1,3,1,5,4,5,4,1,0.8,1,1,1,1,1,12,24.77
"78","1c587de019994f93a242c6864fd7bc55","1",90,98000,965,"0","1","0",4,1,1,6.25,10,2,1,1,4,1,3,3,0.25,1,0.5,1,0,0,0,3,26.68
"79","3f4e408b0b2d4ea89dd16d7437d867c1","1",68,84000,731,"0","1","0",5,0,1,4.4,12,1,3,1,5,4,3,1,0,0,0,0,0,0,0,2,17.02
"80","13bda8fbd70a4814b956df1d55320398","1",60,64000,541,"1","0","0",3,2,1,3.33,3.33,2,0,1,3,3,3,1,0.67,0.5,1,0.5,0,0,0,12,3.68
"81","b19c8e7ac2ff40ae92b4fcf3247f8912","2",45,54000,351,"1","0","0",5,3,0,5.4,10,2,2,1,5,4,4,3,0.6,0,1,0,0.5,0,0,6,1.92
"82","21c73d53e2a74bb1b4dc172bff2b1aad","3",66,49000,920,"1","0","0",6,5,5,3.83,6.5,2,3,1,6,6,6,4,0.83,1,1,1,0.67,1.5,1,18,11.16
"83","1abeb816d9fa49b4b5b5ae51bc3d24c3","3",19,73000,655,"0","1","0",5,3,3,2.8,9,1,3,1,5,5,4,2,0.6,1,1,1,0.67,1,0,11,18.43
"84","92e07c49ee7448fca6e48df0c96e3eec","2",66,58000,166,"0","1","0",5,4,3,3.6,4.4,2,1,2,5,4,5,2,0.8,0.75,1,1,1,1,0.5,10,16.35
"85","f8aedd0cbea0419c806842b4265b82e5","3",72,72000,720,"0","1","0",6,5,6,6.67,8.67,4,2,0,6,4,6,6,0.83,1.2,0.75,1.33,1,1,0,12,16.83
"86","a9780228a1d04539afdee8b745e4be10","3",76,63000,846,"1","0","0",5,5,4,2.8,9,1,3,1,5,5,4,3,1,0.8,1,1,1,1,1,13,17.29
"87","94f14dcfedba47e18b7efca13dd7574b","3",52,78000,443,"1","0","0",5,3,5,6.8,10,3,2,0,5,4,5,3,0.6,1.67,0.67,1.5,0.5,2,0,6,19.65
"88","8a4bc602e4424ab6b16f0b907f2f22af","1",55,31000,234,"1","0","0",4,2,1,6.25,6.25,3,0,1,4,3,4,2,0.5,0.5,0.67,0.5,0,0,0,5,6.15
"89","6d28f18e91324d358d69d1e4b01f1ace","3",39,60000,316,"0","1","0",4,4,3,4.25,6.25,2,1,1,4,3,4,3,1,0.75,1,1,1,1,1,12,58.79
"90","52f0bd64403f4958ab8fe9a6947c13c3","3",45,44000,918,"0","1","0",6,2,5,5.67,8.33,4,2,0,6,6,6,3,0.33,2.5,0.25,3,0.5,2,0,16,10.23
"91","93e67942586e43fb87d5ffb1ead8db41","3",57,114000,393,"0","1","0",6,5,5,5.33,6.67,4,1,1,6,5,6,5,0.83,1,1,1,1,1,0,8,23.1
"92","e641af076cc54529bec6ab61fc25f4a6","1",74,48000,20,"1","0","0",3,1,0,3.67,6.33,1,2,0,3,3,3,2,0.33,0,1,0,0,0,0,3,2.29
"93","716a961d2afb4c1d8307522a8cbb4f07","3",18,47000,735,"1","0","0",6,4,5,5,9,2,4,0,6,5,6,5,0.67,1.25,0.5,1,0.75,1.33,0,22,12.53
"94","13033baa9d294c3c9165a00d71b72614","3",53,96000,308,"1","0","0",5,5,4,4.6,7.8,2,3,0,5,4,5,4,1,0.8,1,0.5,1,1,0,5,27.77
"95","15953663abf54181adf1fd4c39442b85","1",59,98000,325,"0","1","0",3,1,3,2,10,0,3,0,3,3,3,0,0.33,3,0,0,0.33,3,0,4,28.01
"96","0ac5ffb0f1624297a453494b845e1a91","2",57,46000,1366,"1","0","0",4,3,1,3,5,1,1,2,4,4,4,2,0.75,0.33,1,0,0,0,1,10,3.42
"97","1a353048b0884fc5a0afa27677ef1e80","2",51,56000,353,"0","1","0",5,4,2,2.2,3.8,1,2,2,5,3,5,4,0.8,0.5,0,0,1,0.5,1,7,5.85
"98","2cf5895bddf9467e878c6d51a622d5fb","3",64,37000,285,"0","1","0",5,5,3,6.4,8,4,1,0,5,4,5,4,1,0.6,1,0.5,1,1,0,7,7.34
"99","6747dda08bed46298c23e05b64820a3a","1",71,57000,549,"1","0","0",4,3,0,3.75,7.5,2,1,1,4,4,3,2,0.75,0,1,0,0,0,1,12,2.51
"100","f35b342b24734da18a830bb9329a4fbd","2",64,66000,467,"0","1","0",4,4,2,5.5,7.5,2,1,1,4,2,4,3,1,0.5,1,0.5,1,1,1,4,12.59
"101","4c29d22467af4d7faa137c4eedd65340","2",83,46000,186,"1","0","0",5,5,0,4.6,5.4,3,1,1,5,3,5,5,1,0,1,0,1,0,1,5,3.35
"102","e997a086fc13446da2aa9070d98d191a","2",26,71000,233,"1","0","0",5,3,0,4,6.4,2,2,1,5,3,5,3,0.6,0,0.5,0,0.5,0,1,4,3.45
"103","17af917bb842480e925e49a8ca08c1f8","2",29,58000,133,"0","1","0",5,5,1,3.6,6.8,1,3,1,5,3,5,5,1,0.2,1,0,1,0.33,1,12,2.54
"104","bf8d7498eb32431ab3fedaa14b7d3a0d","1",43,70000,320,"1","0","0",4,3,0,4.5,9.25,2,2,0,4,4,3,2,0.75,0,1,0,0.5,0,0,1,2.03
"105","3dae0eadb47149b0b9b548d14548524b","2",89,65000,199,"0","1","0",4,4,3,3.5,7.5,1,2,1,4,2,4,3,1,0.75,1,1,1,1,1,7,17.83
"106","5404741ead9442bdbd4b9aa2273e85af","2",49,79000,75,"0","1","0",5,5,2,4.6,8.4,2,2,1,5,5,4,2,1,0.4,1,0.5,1,0.5,1,2,12.46
"107","81e9ad5fa55a4884b65e01a5db8f1b4e","3",79,67000,765,"1","0","0",4,3,3,6.25,6.25,3,0,1,4,2,4,3,0.75,1,1,1,0,0,0,18,17.61
"108","b2f1cd155b864803ad8334cdf13c4bd2","2",55,94000,289,"0","1","0",5,5,3,3,5.4,1,2,2,5,3,5,4,1,0.6,1,1,1,1,1,8,24.42
"109","37a97f6e09784a07bbb67bc6539f1a00","2",55,66000,241,"1","0","0",5,3,2,4,4,2,0,3,5,3,5,2,0.6,0.67,1,1,0,0,0.33,19,14.33
"110","77927096ab4144fa930b4cadd4773cc2","1",45,31000,298,"1","0","0",4,3,0,5,8.75,2,1,1,4,3,3,3,0.75,0,1,0,0,0,1,5,3.29
"111","acbc358a8bf44ba88d0de1f2bec5b2ab","1",52,30000,183,"1","0","0",4,2,0,3.75,7.5,2,1,1,4,4,3,2,0.5,0,1,0,0,0,0,5,1.96
"112","8ca29d07b300474786a6016fe76174dd","3",39,55000,849,"1","0","0",4,3,4,7.5,7.5,4,0,0,4,4,4,3,0.75,1.33,0.75,1.33,0,0,0,9,17.39
"113","88baa20c29a94178a43a7d68e5f039d4","1",77,69000,30,"1","0","0",4,2,1,3.75,7.5,1,1,2,4,2,3,3,0.5,0.5,1,0,0,0,0.5,3,20.08
"114","a2bd377c7ab74d93bbfd87f70043a9f8","2",66,60000,23,"1","0","0",5,3,2,4,6.4,2,2,1,5,3,5,3,0.6,0.67,0.5,1,0.5,1,1,6,5.15
"115","23f9e3baf42b43148fee9bbbc3530c7a","1",69,87000,308,"0","1","0",4,4,2,5,8.75,3,1,0,4,4,3,2,1,0.5,1,0.67,1,0,0,2,26.6
"116","8486e692a5f94d179d507eaca848ecbd","1",74,53000,1442,"1","0","0",2,2,1,6,10,1,1,0,2,1,2,2,1,0.5,1,0,1,1,0,4,13.78
"117","49f22e86d2db41878778d70958dc744e","3",75,87000,20,"0","1","0",5,5,4,3.4,10.4,1,4,0,5,5,4,3,1,0.8,1,0,1,1,0,5,22.94
"118","28de174a5c854dd1be3187dc6edae45b","3",59,85000,1057,"0","1","0",6,5,4,2.33,7,1,4,1,6,5,6,4,0.83,0.8,1,1,0.75,1,1,7,27.59
"119","a1eb338ccbca4cc88c9366939f16d819","1",47,66000,1675,"1","0","0",3,3,2,4,6.67,1,1,1,3,2,3,1,1,0.67,1,1,1,1,1,5,14.83
"120","220a39cdfd6b41268c43a2e588fcb7e0","1",20,69000,65,"1","0","0",4,2,0,4.5,9.25,2,2,0,4,4,3,2,0.5,0,0.5,0,0.5,0,0,1,0.87
"121","0c89378f14804b42b6e63e4dc26e8d3e","2",60,108000,462,"1","0","0",4,4,2,2.5,5.5,1,2,1,4,3,4,3,1,0.5,1,1,1,0.5,1,4,31.82
"122","464d2302b99b46ad8eb3e42e1b849c24","2",65,61000,139,"1","0","0",5,2,3,1.6,4.8,0,3,2,5,5,5,3,0.4,1.5,0,0,0.67,1.5,0,6,4
"123","3f36bc1d5fc0499b9f96f62348f0f9b0","1",33,43000,1198,"1","0","0",4,1,1,3.5,15,0,4,0,4,4,2,1,0.25,1,0,0,0.25,1,0,8,2.47
"124","fe97aa22dd3e48c8b143116a8403dd52","2",39,67000,227,"0","1","0",5,5,1,0.4,2,0,1,4,5,4,5,2,1,0.2,0,0,1,1,1,11,51.16
"125","dbca75f289544e09836322ba2e104854","1",49,59000,60,"1","0","0",3,2,1,2.33,5,1,1,1,3,3,3,1,0.67,0.5,1,1,1,0,0,6,6.38
"126","c863af14b3654499b1caea5e640136d2","2",68,58000,175,"1","0","0",5,5,0,4,9.4,1,3,1,5,3,4,4,1,0,1,0,1,0,1,2,8.6
"127","d7dc31e069124ef49e1bb937cb89f41c","1",42,80000,538,"1","0","0",3,3,1,3.33,3.33,1,0,2,3,2,3,2,1,0.33,1,1,0,0,1,3,17.91
"128","1827da57bb924833a6f73c79b5f2bbc5","2",72,33000,61,"1","0","0",6,3,0,4.83,10,3,3,0,6,6,5,3,0.5,0,0.67,0,0.33,0,0,5,1.63
"129","721eb06ac285463aa6e1184e0ea9b7f0","3",18,49000,434,"0","1","0",5,3,2,3.6,9.8,1,4,0,5,5,4,2,0.6,0.67,1,0,0.5,1,0,10,3.05
"130","d594b1f288674594a02c8527e5837ade","1",32,42000,34,"0","1","0",2,1,2,5,5,2,0,0,2,2,2,1,0.5,2,0.5,2,0,0,0,7,10.17
"131","0f54094029ca4107bfd36203aeb3ed14","2",67,50000,338,"1","0","0",5,5,1,3,5.4,1,2,2,5,4,5,3,1,0.2,1,0,1,0.5,1,3,11.02
"132","5f18c5754dc04baaa1267c823f877a85","1",52,42000,28,"1","0","0",5,2,0,3.6,13.4,0,4,1,5,4,2,2,0.4,0,0,0,0.25,0,1,3,1.8
"133","d8567f1400d8486cb31c6abba64389ec","1",38,64000,286,"1","0","0",3,2,3,8.33,8.33,3,0,0,3,1,3,2,0.67,1.5,0.67,1.5,0,0,0,9,16.77
"134","30fae86966114f6e83c3043b22b6b7c4","3",60,77000,138,"0","1","0",6,5,5,4.83,9.5,2,4,0,6,5,6,5,0.83,1,1,0.5,0.75,1.33,0,5,21.38
"135","fd700397b7c8440baa70d5539926c5a0","2",62,77000,222,"0","1","0",5,3,2,4.4,6,3,1,1,5,5,5,3,0.6,0.67,0.67,1,1,0,0,2,16.73
"136","4293153650e04742b310ac06cd3810e9","1",55,51000,24,"0","1","0",4,4,1,3,8.75,1,2,1,4,3,3,1,1,0.25,1,1,1,0,1,2,12.95
"137","2ce2e03319c7446ca9c379b4589da19b","2",22,63000,95,"1","0","0",5,5,0,5.4,7,3,1,1,5,3,5,5,1,0,1,0,1,0,1,6,3.3
"138","4d15a2a5ac134c58971b910b859bec24","3",34,41000,238,"1","0","0",4,2,3,4.75,12.5,1,3,0,4,4,3,2,0.5,1.5,1,1,0.33,2,0,11,10.76
"139","127cd9d95e6247e5b92bff64d6205a94","3",46,60000,1326,"1","0","0",5,4,3,5.4,7,4,1,0,5,4,5,4,0.8,0.75,0.75,0.67,1,1,0,26,4.06
"140","4e233f02eff840c7a3e5ec15d55d7d23","1",85,67000,6,"1","0","0",3,2,1,3.33,12.33,0,3,0,3,3,2,2,0.67,0.5,0,0,0.67,0.5,0,5,4.44
"141","3ecb372184104ff7bad0f0f60cb56e29","2",51,85000,503,"0","1","0",5,3,3,2.6,6.4,1,2,2,5,4,4,2,0.6,1,0,0,0.5,2,1,8,22.5
"142","8a37057f57c4495fb98dfcc8b909b09f","3",53,85000,826,"0","1","0",5,4,4,4.4,9,2,2,1,5,3,4,3,0.8,1,1,1,0.5,2,1,8,22.14
"143","11da2f066d3943699d10b61fd276fd1a","3",51,92000,721,"1","0","0",5,5,5,3.8,10,2,3,0,5,5,4,4,1,1,1,1,1,1,0,15,22.06
"144","21b02228cd4441b49bf0b5ff046f4b75","3",48,44000,1157,"1","0","0",5,4,2,6,11.4,2,3,0,5,4,4,3,0.8,0.5,1,0,0.67,1,0,18,3.23
"145","629fc02d56414d91bca360decdfa9288","2",52,72000,57,"1","0","0",6,6,3,2.83,9.17,1,3,2,6,4,4,2,1,0.5,1,1,1,0.67,1,3,22.02
"146","c87b50fcdd4a4d2faacff6112243a8dd","1",62,53000,879,"1","0","0",4,3,3,5.5,7.5,2,1,1,4,2,4,2,0.75,1,1,1,0,0,1,10,12.56
"147","91dc71c4e9bd45b0861825c32f5ee8f9","1",42,62000,129,"1","0","0",5,1,0,2.2,10,0,4,1,5,5,4,2,0.2,0,0,0,0.25,0,0,4,3.03
